,Seed,Step,Coverage
3978,1,22336,401
3979,1,22403,401
3980,1,22469,401
3981,1,22505,401
3982,1,22526,401
3983,1,22537,401
3984,1,22682,401
3985,1,22704,401
3986,1,22848,401
3987,1,23041,401
3988,1,23072,401
3989,1,23086,401
3990,1,23130,404
3991,1,23136,405
3992,1,23138,405
3993,1,23279,405
3994,1,23554,405
3995,1,23590,405
3996,1,23606,405
3997,1,23912,405
3998,1,23951,406
3999,1,24033,406
4000,1,24039,407
4001,1,24122,407
4002,1,24188,407
4003,1,24565,407
4004,1,24567,409
4005,1,24709,409
4006,1,25200,409
4007,1,25248,409
4008,1,25255,409
4009,1,25289,409
4010,1,25325,409
4011,1,25366,409
4012,1,25506,411
4013,1,25520,411
4014,1,25622,411
4015,1,25814,411
4016,1,25912,411
4017,1,25983,411
4018,1,26028,413
4019,1,26203,413
4020,1,26350,413
4021,1,26357,413
4022,1,26533,413
4023,1,26544,413
4024,1,26555,413
4025,1,26621,413
4026,1,26713,413
4027,1,26769,413
4028,1,26840,414
4029,1,26901,414
4030,1,26978,414
4031,1,27076,414
4032,1,27253,414
4033,1,27366,414
4034,1,27429,414
4035,1,27592,414
4036,1,27613,414
4037,1,27634,414
4038,1,27645,414
4039,1,27658,414
4040,1,27741,414
4041,1,27837,416
4042,1,27838,416
4043,1,27867,416
4044,1,28149,416
4045,1,28248,416
4046,1,28299,416
4047,1,28302,416
4048,1,28348,416
4049,1,28495,416
4050,1,28508,416
4051,1,28832,416
4052,1,28846,416
4053,1,29017,416
4054,1,29043,418
4055,1,29369,418
4056,1,29846,418
4057,1,29928,418
4058,1,29962,418
4059,1,29965,418
4060,1,29991,418
4061,1,30189,418
4062,1,30265,420
4063,1,30291,420
4064,1,30438,420
4065,1,30451,420
4066,1,30491,420
4067,1,30892,420
4068,1,30918,420
4069,1,31107,420
4070,1,31110,420
4071,1,31313,420
4072,1,31457,420
4073,1,31548,420
4074,1,31765,420
4075,1,31809,420
4076,1,31835,420
4077,1,31921,421
4078,1,31942,421
4079,1,32005,421
4080,1,32159,421
4081,1,32162,421
4082,1,32163,421
4083,1,32317,421
4084,1,32363,421
4085,1,32382,421
4086,1,32391,421
4087,1,32428,421
4088,1,32499,421
4089,1,32565,421
4090,1,32566,421
4091,1,32664,421
4092,1,32671,421
4093,1,32702,422
4094,1,32789,422
4095,1,32868,422
4096,1,33059,422
4097,1,33341,422
4098,1,33435,422
4099,1,33470,422
4100,1,33941,422
4101,1,33959,422
4102,1,34015,422
4103,1,34296,422
4104,1,34423,422
4105,1,34459,422
4106,1,34481,422
4107,1,34549,422
4108,1,34565,422
4109,1,34689,422
4110,1,34864,422
4111,1,34949,422
4112,1,35009,422
4113,1,35025,423
4114,1,35061,423
4115,1,35115,423
4116,1,35461,423
4117,1,35562,423
4118,1,35637,423
4119,1,35706,423
4120,1,35750,423
4121,1,35788,423
4122,1,35999,423
4123,1,36070,423
4124,1,36079,423
4125,1,36157,425
4126,1,36335,425
4127,1,36389,425
4128,1,36398,425
4129,1,36703,425
4130,1,36755,425
4131,1,36814,425
4132,1,37210,425
4133,1,37291,425
4134,1,37382,425
4135,1,37531,425
4136,1,37737,425
4137,1,38179,425
4138,1,38275,425
4139,1,38319,425
4140,1,38465,425
4141,1,38522,425
4142,1,38593,425
4143,1,38779,425
4144,1,38837,425
4145,1,38840,425
4146,1,38946,425
4147,1,38973,425
4148,1,38989,425
4149,1,39007,425
4150,1,39083,430
4151,1,39109,430
4152,1,39305,430
4153,1,39497,430
4154,1,39615,430
4155,1,39640,430
4156,1,39691,430
4157,1,40119,430
4158,1,40189,430
4159,1,40355,430
4160,1,40599,430
4161,1,40611,430
4162,1,40744,430
4163,1,40990,430
4164,1,41116,430
4165,1,41154,430
4166,1,41165,430
4167,1,41211,430
4168,1,41307,430
4169,1,41324,430
4170,1,41397,430
4171,1,41637,430
4172,1,41693,430
4173,1,41989,430
4174,1,42050,430
4175,1,42092,430
4176,1,42192,430
4177,1,42310,430
4178,1,42477,430
4179,1,42794,430
4180,1,42810,430
4181,1,43358,430
4182,1,43433,430
4183,1,43462,430
4184,1,43621,430
4185,1,43627,430
4186,1,43673,430
4187,1,43750,430
4188,1,43789,430
4189,1,43880,430
4190,1,43886,430
4191,1,43900,430
4192,1,43903,430
4193,1,44013,430
4194,1,44179,430
4195,1,44190,430
4196,1,44199,430
4197,1,44336,430
4198,1,44361,430
4199,1,44433,430
4200,1,44494,430
4201,1,44551,430
4202,1,44663,430
4203,1,44800,430
4204,1,44896,430
4205,1,45632,430
4206,1,45858,430
4207,1,46130,430
4208,1,46152,430
4209,1,46278,430
4210,1,46421,430
4211,1,46444,430
4212,1,46533,430
4213,1,46694,430
4214,1,46789,430
4215,1,46980,430
4216,1,47082,430
4217,1,47090,430
4218,1,47212,430
4219,1,47279,430
4220,1,47435,430
4221,1,47561,430
4222,1,47563,430
4223,1,47779,430
4224,1,47855,430
4225,1,48082,430
4226,1,48084,430
4227,1,48161,430
4228,1,48213,430
4229,1,48218,430
4230,1,48581,430
4231,1,48697,430
4232,1,48743,430
4233,1,48745,430
4234,1,48836,430
4235,1,48978,430
4236,1,49051,430
4237,1,49060,430
4238,1,49161,430
4239,1,49177,430
4240,1,49245,430
4241,1,49376,430
4242,1,49485,430
4243,1,49691,430
4244,1,49698,432
4245,1,49729,432
4246,1,50060,432
4247,1,50146,432
4248,1,50185,432
4249,1,50230,432
4250,1,50269,432
4251,1,50280,432
4252,1,50301,432
4253,1,50338,432
4254,1,50348,432
4255,1,50389,432
4256,1,50455,432
4257,1,50476,432
4258,1,50487,432
4259,1,50621,432
4260,1,50710,432
4261,1,50857,432
4262,1,51059,432
4263,1,51097,432
4264,1,51224,432
4265,1,51360,432
4266,1,51766,432
4267,1,51787,432
4268,1,51925,432
4269,1,51979,432
4270,1,52085,432
4271,1,52326,432
4272,1,52419,432
4273,1,52420,432
4274,1,52476,432
4275,1,52564,432
4276,1,52675,432
4277,1,52687,432
4278,1,52969,432
4279,1,53076,432
4280,1,53098,432
4281,1,53107,432
4282,1,53152,432
4283,1,53158,432
4284,1,53212,432
4285,1,53299,432
4286,1,53450,432
4287,1,53486,432
4288,1,53547,434
4289,1,53758,434
4290,1,53792,435
4291,1,54239,435
4292,1,54490,435
4293,1,54501,435
4294,1,54524,435
4295,1,54611,435
4296,1,54703,437
4297,1,54832,437
4298,1,55098,437
4299,1,55107,437
4300,1,55630,437
4301,1,55941,437
4302,1,55942,437
4303,1,56158,437
4304,1,56184,437
4305,1,56320,437
4306,1,56356,437
4307,1,56358,437
4308,1,56644,437
4309,1,56655,437
4310,1,56771,437
4311,1,57087,437
4312,1,57218,437
4313,1,57265,437
4314,1,57273,437
4315,1,57286,437
4316,1,57357,437
4317,1,57814,437
4318,1,58013,437
4319,1,58036,437
4320,1,58058,437
4321,1,58137,437
4322,1,58459,437
4323,1,58627,437
4324,1,58983,437
4325,1,59544,438
4326,1,59945,446
4327,1,60032,446
4328,1,60423,446
4329,1,60464,446
4330,1,60525,446
4331,1,60541,446
4332,1,60542,446
4333,1,60648,446
4334,1,60708,446
4335,1,60713,446
4336,1,60895,446
4337,1,60906,446
4338,1,60910,446
4339,1,61226,446
4340,1,61817,446
4341,1,61883,446
4342,1,61996,446
4343,1,62152,446
4344,1,62268,446
4345,1,62359,446
4346,1,62365,446
4347,1,62383,446
4348,1,62554,446
4349,1,62611,446
4350,1,62630,446
4351,1,62659,446
4352,1,62685,446
4353,1,62911,446
4354,1,63212,446
4355,1,63252,446
4356,1,63283,446
4357,1,63411,446
4358,1,63645,446
4359,1,63681,446
4360,1,63914,446
4361,1,64035,446
4362,1,64184,446
4363,1,64220,446
4364,1,64243,446
4365,1,64299,446
4366,1,64335,448
4367,1,64407,448
4368,1,64594,448
4369,1,64795,448
4370,1,64857,448
4371,1,64863,448
4372,1,64865,448
4373,1,64997,450
4374,1,65084,450
4375,1,65303,450
4376,1,65344,451
4377,1,65431,451
4378,1,65438,451
4379,1,65604,451
4380,1,65632,451
4381,1,65729,451
4382,1,65941,451
4383,1,65992,451
4384,1,66070,451
4385,1,66256,451
4386,1,66264,451
4387,1,66485,451
4388,1,66531,451
4389,1,66628,451
4390,1,66635,451
4391,1,66656,451
4392,1,66783,451
4393,1,66837,451
4394,1,66984,451
4395,1,67241,451
4396,1,67273,451
4397,1,67299,451
4398,1,67489,451
4399,1,67660,451
4400,1,67661,451
4401,1,67947,451
4402,1,68018,451
4403,1,68101,451
4404,1,68278,451
4405,1,68319,451
4406,1,68363,451
4407,1,68384,451
4408,1,68426,451
4409,1,68454,451
4410,1,68505,451
4411,1,68588,451
4412,1,68689,451
4413,1,69170,451
4414,1,69182,451
4415,1,69252,452
4416,1,69373,452
4417,1,69714,452
4418,1,69730,452
4419,1,69768,452
4420,1,69916,452
4421,1,69936,452
4422,1,69963,452
4423,1,70415,452
4424,1,70546,452
4425,1,70607,452
4426,1,70756,453
4427,1,70993,453
4428,1,71005,453
4429,1,71046,453
4430,1,71082,453
4431,1,71118,453
4432,1,71182,453
4433,1,71349,453
4434,1,71438,453
4435,1,71460,453
4436,1,71461,453
4437,1,71672,453
4438,1,71728,453
4439,1,71945,453
4440,1,71946,453
4441,1,71978,453
4442,1,72066,453
4443,1,72487,453
4444,1,72656,453
4445,1,72776,453
4446,1,72800,453
4447,1,72881,453
4448,1,73003,453
4449,1,73024,453
4450,1,73052,453
4451,1,73456,453
4452,1,73561,453
4453,1,73968,455
4454,1,74094,455
4455,1,74287,455
4456,1,74473,455
4457,1,74705,455
4458,1,74948,455
4459,1,75044,455
4460,1,75102,455
4461,1,75308,455
4462,1,75349,455
4463,1,75385,455
4464,1,75676,455
4465,1,75722,455
4466,1,75728,455
4467,1,75759,455
4468,1,75950,455
4469,1,75951,455
4470,1,75982,455
4471,1,76013,455
4472,1,76164,455
4473,1,76771,455
4474,1,76862,455
4475,1,77129,455
4476,1,77320,455
4477,1,77438,455
4478,1,77628,455
4479,1,77999,455
4480,1,78116,455
4481,1,78468,455
4482,1,78590,455
4483,1,78611,455
4484,1,78801,455
4485,1,79038,455
4486,1,79229,455
4487,1,79257,455
4488,1,79258,455
4489,1,79539,455
4490,1,79599,455
4491,1,79686,455
4492,1,79735,455
4493,1,79829,455
4494,1,79906,455
4495,1,80163,455
4496,1,80234,455
4497,1,80271,455
4498,1,80318,455
4499,1,80336,455
4500,1,80443,455
4501,1,80509,455
4502,1,80739,455
4503,1,80884,455
4504,1,80960,455
4505,1,81006,455
4506,1,81048,455
4507,1,81249,455
4508,1,81270,455
4509,1,81327,455
4510,1,81653,455
4511,1,81699,455
4512,1,81741,455
4513,1,81923,455
4514,1,81979,455
4515,1,82070,455
4516,1,82186,455
4517,1,82217,455
4518,1,82288,455
4519,1,82376,455
4520,1,82582,455
4521,1,82848,455
4522,1,83014,455
4523,1,83613,455
4524,1,83664,455
4525,1,83680,455
4526,1,83748,455
4527,1,83764,455
4528,1,83785,455
4529,1,83850,455
4530,1,83856,455
4531,1,83895,455
4532,1,84066,455
4533,1,84094,455
4534,1,84223,455
4535,1,84334,455
4536,1,84380,455
4537,1,84871,455
4538,1,84883,455
4539,1,84959,455
4540,1,85092,455
4541,1,85419,455
4542,1,85479,455
4543,1,85570,455
4544,1,85572,455
4545,1,85962,455
4546,1,86318,455
4547,1,86614,455
4548,1,86625,455
4549,1,86677,455
4550,1,86763,455
4551,1,87019,455
4552,1,87020,455
4553,1,87097,455
4554,1,87153,455
4555,1,87424,455
4556,1,87588,455
4557,1,87733,455
4558,1,87784,455
4559,1,87965,455
4560,1,88019,455
4561,1,88567,455
4562,1,88590,455
4563,1,88694,455
4564,1,88936,455
4565,1,88958,455
4566,1,89089,455
4567,1,89101,455
4568,1,89159,455
4569,1,89166,455
4570,1,89177,455
4571,1,89288,455
4572,1,89604,455
4573,1,89691,455
4574,1,89907,455
4575,1,89943,455
4576,1,90024,455
4577,1,90175,455
4578,1,90273,455
4579,1,90285,455
4580,1,90477,455
4581,1,90918,455
4582,1,91174,455
4583,1,91207,455
4584,1,91305,455
4585,1,91526,455
4586,1,92027,455
4587,1,92050,455
4588,1,92121,455
4589,1,92137,456
4590,1,92223,456
4591,1,92759,456
4592,1,92765,456
4593,1,92789,456
4594,1,92796,456
4595,1,92822,456
4596,1,92858,456
4597,1,92895,456
4598,1,92973,456
4599,1,93379,456
4600,1,93513,456
4601,1,93787,456
4602,1,93813,456
4603,1,93821,456
4604,1,93977,456
4605,1,94253,456
4606,1,94284,456
4607,1,94337,456
4608,1,94435,456
4609,1,94558,456
4610,1,94699,456
4611,1,94730,456
4612,1,95009,456
4613,1,95238,456
4614,1,95277,456
4615,1,95374,456
4616,1,95421,456
4617,1,95483,456
4618,1,95485,456
4619,1,95551,456
4620,1,95597,456
4621,1,95606,456
4622,1,95712,456
4623,1,95959,456
4624,1,96180,456
4625,1,96192,456
4626,1,96264,456
4627,1,96405,456
4628,1,96422,456
4629,1,96484,456
4630,1,96670,456
4631,1,96781,456
4632,1,97030,456
4633,1,97121,456
4634,1,97142,456
4635,1,97165,456
4636,1,97402,456
4637,1,97463,456
4638,1,97559,456
4639,1,97610,456
4640,1,97736,456
4641,1,97769,456
4642,1,97979,456
4643,1,98123,456
4644,1,98277,456
4645,1,98330,456
4646,1,98530,456
4647,1,98806,456
4648,1,98812,456
4649,1,99218,456
4650,1,99254,456
4651,1,99825,456
4652,1,100007,456
4653,1,100023,456
4654,1,100093,456
4655,1,100244,456
4656,1,100390,456
4657,1,100891,456
4658,1,100912,456
4659,1,101034,456
4660,1,101165,456
4661,1,101402,456
4662,1,101528,456
4663,1,101595,456
4664,1,101603,456
4665,1,102085,456
4666,1,102091,456
4667,1,102209,456
4668,1,102527,456
4669,1,102878,456
4670,1,103028,456
4671,1,104196,456
4672,1,104258,456
4673,1,104492,456
4674,1,104907,456
4675,1,104918,456
4676,1,104921,456
4677,1,105059,456
4678,1,105305,456
4679,1,105551,456
4680,1,106054,456
4681,1,106155,456
4682,1,106262,456
4683,1,106340,456
4684,1,106356,456
4685,1,106556,456
4686,1,106912,456
4687,1,106920,456
4688,1,107024,456
4689,1,107102,456
4690,1,107114,456
4691,1,107290,456
4692,1,107319,456
4693,1,107412,456
4694,1,107465,456
4695,1,107827,456
4696,1,107831,456
4697,1,107987,456
4698,1,108074,456
4699,1,108188,456
4700,1,108851,456
4701,1,108867,456
4702,1,108914,456
4703,1,109120,456
4704,1,109232,456
4705,1,109543,456
4706,1,109624,456
4707,1,109730,456
4708,1,109736,456
4709,1,109747,456
4710,1,109838,456
4711,1,109949,456
4712,1,109956,456
4713,1,110022,456
4714,1,110088,456
4715,1,110130,456
4716,1,110276,456
4717,1,110492,456
4718,1,110909,456
4719,1,111263,456
4720,1,111370,456
4721,1,111532,456
4722,1,111594,456
4723,1,111773,456
4724,1,111835,456
4725,1,111982,456
4726,1,112169,456
4727,1,112220,456
4728,1,112423,456
4729,1,112430,456
4730,1,112480,456
4731,1,112542,456
4732,1,112633,456
4733,1,112639,456
4734,1,113135,456
4735,1,113241,456
4736,1,113372,456
4737,1,113578,456
4738,1,113717,456
4739,1,113913,456
4740,1,114080,456
4741,1,114181,456
4742,1,114425,456
4743,1,114441,456
4744,1,114533,456
4745,1,114734,456
4746,1,114765,456
4747,1,115051,456
4748,1,115139,456
4749,1,115225,456
4750,1,115349,456
4751,1,115495,456
4752,1,115641,456
4753,1,115751,456
4754,1,115895,456
4755,1,116146,456
4756,1,116287,456
4757,1,116338,456
4758,1,116425,456
4759,1,116501,456
4760,1,117042,456
4761,1,117267,456
4762,1,117358,456
4763,1,117484,456
4764,1,117506,456
4765,1,117543,456
4766,1,117609,456
4767,1,117770,456
4768,1,117861,456
4769,1,117902,456
4770,1,117963,456
4771,1,118064,456
4772,1,118106,456
4773,1,118647,456
4774,1,118674,456
4775,1,118960,456
4776,1,119106,456
4777,1,119178,456
4778,1,119414,456
4779,1,119526,456
4780,1,119553,456
4781,1,119566,456
4782,1,119647,456
4783,1,119762,456
4784,1,120001,456
4785,1,120152,456
4786,1,120313,456
4787,1,120713,456
4788,1,120964,456
4789,1,121040,456
4790,1,121116,456
4791,1,121190,456
4792,1,121313,456
4793,1,121341,456
4794,1,121356,456
4795,1,121446,456
4796,1,121589,456
4797,1,121794,456
4798,1,121926,456
4799,1,122218,456
4800,1,122329,458
4801,1,122385,458
4802,1,122751,458
4803,1,122907,458
4804,1,123105,458
4805,1,123151,458
4806,1,123684,459
4807,1,123688,459
4808,1,124264,459
4809,1,124310,459
4810,1,124357,459
4811,1,124448,459
4812,1,124476,459
4813,1,124642,459
4814,1,124680,459
4815,1,124847,459
4816,1,124848,459
4817,1,124957,459
4818,1,125048,459
4819,1,125110,459
4820,1,125201,459
4821,1,125532,459
4822,1,125643,459
4823,1,125960,459
4824,1,125976,459
4825,1,125992,459
4826,1,126543,459
4827,1,126545,459
4828,1,126960,459
4829,1,127037,459
4830,1,127108,459
4831,1,127504,459
4832,1,127551,459
4833,1,127652,459
4834,1,127661,459
4835,1,127787,459
4836,1,127829,459
4837,1,127841,460
4838,1,128029,460
4839,1,128241,460
4840,1,128242,460
4841,1,128253,460
4842,1,128361,460
4843,1,128737,460
4844,1,128738,460
4845,1,128797,460
4846,1,129228,460
4847,1,129566,460
4848,1,130046,460
4849,1,130303,460
4850,1,130805,460
4851,1,131665,460
4852,1,131892,460
4853,1,132038,460
4854,1,132184,460
4855,1,132286,460
4856,1,132372,460
4857,1,132600,460
4858,1,132606,460
4859,1,132737,460
4860,1,132905,460
4861,1,132927,460
4862,1,133023,460
4863,1,133042,460
4864,1,133076,460
4865,1,133077,460
4866,1,133108,460
4867,1,133174,460
4868,1,133210,460
4869,1,133276,460
4870,1,133377,460
4871,1,133543,460
4872,1,133712,460
4873,1,133769,460
4874,1,133911,460
4875,1,134202,460
4876,1,134363,460
4877,1,134734,460
4878,1,134821,460
4879,1,134973,460
4880,1,134986,460
4881,1,135067,460
4882,1,135084,460
4883,1,135111,460
4884,1,135167,460
4885,1,135228,460
4886,1,135329,460
4887,1,135675,460
4888,1,135693,460
4889,1,135801,460
4890,1,135972,460
4891,1,136068,460
4892,1,136157,460
4893,1,136468,460
4894,1,136624,460
4895,1,136660,460
4896,1,136676,460
4897,1,137143,460
4898,1,137434,460
4899,1,137466,460
4900,1,137577,460
4901,1,137883,460
4902,1,138267,460
4903,1,138609,460
4904,1,138735,460
4905,1,138847,460
4906,1,139080,460
4907,1,139146,460
4908,1,139162,460
4909,1,139238,460
4910,1,139334,460
4911,1,139510,460
4912,1,139642,460
4913,1,139673,460
4914,1,139704,460
4915,1,139742,460
4916,1,139818,460
4917,1,139855,460
4918,1,140066,460
4919,1,140139,460
4920,1,140175,460
4921,1,141186,460
4922,1,141277,460
4923,1,141589,460
4924,1,141622,460
4925,1,141648,460
4926,1,141704,460
4927,1,141942,460
4928,1,142073,460
4929,1,142089,460
4930,1,142380,460
4931,1,142451,460
4932,1,142659,460
4933,1,142840,460
4934,1,143056,460
4935,1,143062,460
4936,1,143066,460
4937,1,143138,460
4938,1,143192,460
4939,1,143606,460
4940,1,143698,460
4941,1,143864,460
4942,1,143883,460
4943,1,144001,460
4944,1,144232,460
4945,1,144734,460
4946,1,144920,460
4947,1,144981,460
4948,1,145112,460
4949,1,145341,460
4950,1,145718,460
4951,1,145771,460
4952,1,146683,460
4953,1,146964,460
4954,1,146991,460
4955,1,147013,460
4956,1,147194,460
4957,1,147650,460
4958,1,147651,460
4959,1,147998,460
4960,1,148034,460
4961,1,148072,460
4962,1,148274,460
4963,1,148414,460
4964,1,148575,460
4965,1,148687,462
4966,1,148918,462
4967,1,149069,462
4968,1,149080,462
4969,1,149346,462
4970,1,149457,462
4971,1,149905,462
4972,1,149912,462
4973,1,150348,462
4974,1,150564,462
4975,1,150700,462
4976,1,150784,462
4977,1,150800,462
4978,1,151221,462
4979,1,151873,462
4980,1,152387,462
4981,1,152503,462
4982,1,152857,462
4983,1,152887,462
4984,1,152921,462
4985,1,152938,462
4986,1,153716,462
4987,1,153903,462
4988,1,154189,462
4989,1,154190,462
4990,1,154959,462
4991,1,155015,462
4992,1,155241,462
4993,1,155487,462
4994,1,155504,462
4995,1,155539,462
4996,1,155572,462
4997,1,155579,462
4998,1,155607,462
4999,1,155864,462
5000,1,156077,462
5001,1,156188,462
5002,1,156374,462
5003,1,156615,462
5004,1,156851,462
5005,1,156908,462
5006,1,156934,462
5007,1,157156,462
5008,1,157171,462
5009,1,157257,462
5010,1,157338,462
5011,1,157422,462
5012,1,157650,462
5013,1,158592,462
5014,1,158623,462
5015,1,158677,462
5016,1,158710,462
5017,1,159236,462
5018,1,159406,462
5019,1,159438,462
5020,1,159485,462
5021,1,159646,462
5022,1,159717,462
5023,1,159964,462
5024,1,160404,462
5025,1,160578,462
5026,1,160604,462
5027,1,160923,462
5028,1,161250,462
5029,1,161436,462
5030,1,161613,462
5031,1,161764,462
5032,1,162200,462
5033,1,162609,462
5034,1,162691,462
5035,1,163102,462
5036,1,163168,462
5037,1,163599,462
5038,1,164225,462
5039,1,164622,462
5040,1,164703,462
5041,1,164950,462
5042,1,165311,462
5043,1,165985,462
5044,1,166027,462
5045,1,166060,462
5046,1,166467,462
5047,1,166483,462
5048,1,166512,462
5049,1,166724,462
5050,1,166725,462
5051,1,167422,462
5052,1,167669,462
5053,1,167838,462
5054,1,167979,462
5055,1,167981,462
5056,1,168082,462
5057,1,168244,462
5058,1,168291,462
5059,1,168557,462
5060,1,168627,462
5061,1,168758,462
5062,1,168829,462
5063,1,168841,462
5064,1,168847,462
5065,1,169384,462
5066,1,169505,462
5067,1,169858,462
5068,1,170106,462
5069,1,170285,462
5070,1,170431,462
5071,1,170872,462
5072,1,170893,462
5073,1,170899,462
5074,1,171475,462
5075,1,171746,462
5076,1,171954,462
5077,1,172121,462
5078,1,172514,462
5079,1,172585,462
5080,1,173160,462
5081,1,173183,462
5082,1,173290,462
5083,1,173306,462
5084,1,173313,462
5085,1,173604,462
5086,1,174030,462
5087,1,174313,462
5088,1,174370,462
5089,1,174401,462
5090,1,174532,462
5091,1,174629,462
5092,1,174764,462
5093,1,175586,462
5094,1,175597,462
5095,1,175710,462
5096,1,175801,462
5097,1,176167,462
5098,1,176249,462
5099,1,176263,462
5100,1,176274,462
5101,1,176303,462
5102,1,176345,462
5103,1,176373,462
5104,1,176544,462
5105,1,176563,462
5106,1,176564,462
5107,1,176712,462
5108,1,176833,462
5109,1,176969,462
5110,1,177101,462
5111,1,177193,462
5112,1,177640,462
5113,1,177741,462
5114,1,177957,462
5115,1,177968,462
5116,1,178129,462
5117,1,178165,462
5118,1,178234,462
5119,1,178336,462
5120,1,178359,462
5121,1,178683,462
5122,1,178758,462
5123,1,179129,462
5124,1,179826,462
5125,1,179914,462
5126,1,180166,462
5127,1,180173,462
5128,1,180319,462
5129,1,180656,462
5130,1,180692,462
5131,1,181073,462
5132,1,181150,462
5133,1,181446,462
5134,1,181542,462
5135,1,181569,462
5136,1,181865,462
5137,1,181936,462
5138,1,181961,462
5139,1,182032,462
5140,1,182078,462
5141,1,182230,462
5142,1,182266,462
5143,1,182337,462
5144,1,182348,462
5145,1,182724,462
5146,1,182878,462
5147,1,183329,462
5148,1,183485,462
5149,1,183653,462
5150,1,184245,462
5151,1,184792,462
5152,1,184993,462
5153,1,185194,462
5154,1,185335,462
5155,1,185396,462
5156,1,185534,462
5157,1,185874,462
5158,1,186006,462
5159,1,186267,462
5160,1,186519,462
5161,1,187320,462
5162,1,187349,462
5163,1,187431,462
5164,1,187493,462
5165,1,187560,462
5166,1,187650,462
5167,1,187706,462
5168,1,187732,462
5169,1,187911,462
5170,1,187984,462
5171,1,188082,462
5172,1,188098,462
5173,1,188450,462
5174,1,188666,462
5175,1,188693,462
5176,1,189374,462
5177,1,189603,462
5178,1,189808,462
5179,1,189909,462
5180,1,190657,462
5181,1,190775,462
5182,1,190882,462
5183,1,191023,462
5184,1,191312,462
5185,1,191357,462
5186,1,191804,462
5187,1,192165,462
5188,1,192326,462
5189,1,192373,462
5190,1,192426,462
5191,1,192622,462
5192,1,192663,462
5193,1,192707,462
5194,1,193238,462
5195,1,193369,462
5196,1,193400,462
5197,1,193425,462
5198,1,193831,462
5199,1,193897,462
5200,1,194015,462
5201,1,194746,462
5202,1,194799,462
5203,1,194915,462
5204,1,194916,462
5205,1,195051,462
5206,1,195237,462
5207,1,195318,462
5208,1,195629,462
5209,1,195680,462
5210,1,196111,462
5211,1,196222,462
5212,1,196460,462
5213,1,196661,462
5214,1,196832,462
5215,1,196846,462
5216,1,196918,462
5217,1,197979,462
5218,1,198014,462
5219,1,198435,462
5220,1,198664,462
5221,1,198700,462
5222,1,198976,462
5223,1,198997,462
5224,1,199503,462
5225,1,199534,462
5226,1,199686,462
5227,1,199702,462
5228,1,199874,462
5229,1,199910,462
5230,1,200005,462
5231,1,200502,462
5232,1,201198,462
5233,1,201231,462
5234,1,201270,462
5235,1,201312,462
5236,1,201431,462
5237,1,201637,462
5238,1,201814,462
5239,1,201860,462
5240,1,201872,462
5241,1,201884,462
5242,1,201892,462
5243,1,202113,462
5244,1,202155,462
5245,1,202271,462
5246,1,202728,462
5247,1,202834,462
5248,1,203189,462
5249,1,203190,462
5250,1,203277,462
5251,1,203763,462
5252,1,203799,462
5253,1,204039,462
5254,1,204718,462
5255,1,204801,462
5256,1,205137,462
5257,1,205159,462
5258,1,205175,462
5259,1,205397,463
5260,1,205891,463
5261,1,205902,463
5262,1,206029,463
5263,1,206185,463
5264,1,206259,463
5265,1,206300,463
5266,1,206402,463
5267,1,206596,463
5268,1,207130,463
5269,1,207133,463
5270,1,207894,463
5271,1,208110,463
5272,1,208196,463
5273,1,208369,463
5274,1,208370,463
5275,1,208466,463
5276,1,208657,463
5277,1,208987,463
5278,1,209053,463
5279,1,209086,463
5280,1,209519,463
5281,1,209770,463
5282,1,209911,463
5283,1,210179,463
5284,1,210252,463
5285,1,210544,463
5286,1,210630,463
5287,1,210881,463
5288,1,210918,463
5289,1,211180,463
5290,1,211186,463
5291,1,211252,463
5292,1,211763,463
5293,1,211769,463
5294,1,211841,463
5295,1,211862,463
5296,1,211892,463
5297,1,212220,463
5298,1,212301,463
5299,1,212330,463
5300,1,212358,463
5301,1,212829,463
5302,1,212830,463
5303,1,213001,463
5304,1,213410,463
5305,1,213497,463
5306,1,213772,463
5307,1,213934,463
5308,1,213985,463
5309,1,214262,463
5310,1,214409,463
5311,1,214455,463
5312,1,214781,463
5313,1,215243,463
5314,1,215391,463
5315,1,215807,463
5316,1,215853,463
5317,1,215931,463
5318,1,216153,463
5319,1,216266,463
5320,1,216457,463
5321,1,216956,463
5322,1,217156,463
5323,1,217417,463
5324,1,217539,463
5325,1,217902,463
5326,1,218024,463
5327,1,218161,463
5328,1,218188,463
5329,1,218374,463
5330,1,218625,463
5331,1,218731,463
5332,1,218830,463
5333,1,218832,463
5334,1,218984,463
5335,1,219255,463
5336,1,219294,463
5337,1,219430,463
5338,1,219492,463
5339,1,219780,463
5340,1,219797,463
5341,1,219813,463
5342,1,220025,463
5343,1,220287,463
5344,1,221163,463
5345,1,221331,463
5346,1,221689,463
5347,1,221720,463
5348,1,221971,463
5349,1,222288,463
5350,1,223105,463
5351,1,223124,463
5352,1,223183,463
5353,1,223313,463
5354,1,223469,463
5355,1,223778,463
5356,1,223794,463
5357,1,223860,463
5358,1,224081,463
5359,1,224168,463
5360,1,224500,463
5361,1,225198,463
5362,1,225278,463
5363,1,225975,463
5364,1,226172,463
5365,1,226248,463
5366,1,226373,463
5367,1,226424,463
5368,1,226936,463
5369,1,227357,463
5370,1,227418,463
5371,1,227489,463
5372,1,227833,463
5373,1,228230,463
5374,1,228362,463
5375,1,229083,463
